loss_domain,gain_domain,replaced_domain,delta_log_excess_loss_per_unit_share,interpretation
metric/the_pile_arxiv_val_loss,arxiv,freelaw,-28.284271247344858,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,freelaw,-0.10354556261141568,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,nih_exporter,3.0773894119618297,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,pubmed_central,-0.18415490079149688,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,wikipedia_en,0.24232535621743878,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,dm_mathematics,-0.17575926783243112,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,github,22.07851150085019,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,philpapers,2.8089997019883763,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,stackexchange,4.600616039595549,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,enron_emails,5.48024478386459,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,gutenberg_pg_19,-0.007857715863285542,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,pile_cc,0.23207671314165168,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,ubuntu_irc,1.5570096163924574,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,europarl,0.6281258863254873,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,hackernews,1.1917767790010152,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,pubmed_abstracts,0.11522761063836606,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,arxiv,uspto_backgrounds,-0.05684470754289084,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,nih_exporter,3.1809349745732454,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,pubmed_central,-0.0806093381800812,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,wikipedia_en,0.34587091882885446,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,dm_mathematics,-0.07221370522101545,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,github,22.182057063461606,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,philpapers,2.912545264599792,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,stackexchange,4.704161602206964,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,enron_emails,5.583790346476006,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,gutenberg_pg_19,0.09568784674813013,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,pile_cc,0.33562227575306736,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,ubuntu_irc,1.660555179003873,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,europarl,0.731671448936903,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,hackernews,1.2953223416124309,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,pubmed_abstracts,0.21877317324978174,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,freelaw,uspto_backgrounds,0.04670085506852484,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,pubmed_central,-3.2615443127533266,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,wikipedia_en,-2.835064055744391,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,dm_mathematics,-3.253148679794261,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,github,19.001122088888362,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,philpapers,-0.26838970997345324,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,stackexchange,1.5232266276337194,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,enron_emails,2.4028553719027603,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,gutenberg_pg_19,-3.0852471278251152,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,pile_cc,-2.845312698820178,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,ubuntu_irc,-1.520379795569372,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,europarl,-2.449263525636342,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,hackernews,-1.8856126329608145,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,pubmed_abstracts,-2.9621618013234636,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,nih_exporter,uspto_backgrounds,-3.1342341195047205,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,wikipedia_en,0.42648025700893566,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,dm_mathematics,0.008395632959065757,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,github,22.262666401641688,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,philpapers,2.993154602779873,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,stackexchange,4.784770940387046,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,enron_emails,5.664399684656087,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,gutenberg_pg_19,0.17629718492821134,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,pile_cc,0.41623161393314856,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,ubuntu_irc,1.7411645171839543,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,europarl,0.8122807871169841,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,hackernews,1.375931679792512,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,pubmed_abstracts,0.29938251142986294,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_central,uspto_backgrounds,0.12731019324860604,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,dm_mathematics,-0.4180846240498699,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,github,21.83618614463275,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,philpapers,2.5666743457709376,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,stackexchange,4.35829068337811,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,enron_emails,5.237919427647151,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,gutenberg_pg_19,-0.2501830720807243,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,pile_cc,-0.0102486430757871,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,ubuntu_irc,1.3146842601750186,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,europarl,0.3858005301080485,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,hackernews,0.9494514227835764,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,pubmed_abstracts,-0.12709774557907272,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,wikipedia_en,uspto_backgrounds,-0.2991700637603296,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,github,22.254270768682623,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,philpapers,2.9847589698208075,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,stackexchange,4.77637530742798,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,enron_emails,5.656004051697021,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,gutenberg_pg_19,0.16790155196914558,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,pile_cc,0.4078359809740828,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,ubuntu_irc,1.7327688842248885,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,europarl,0.8038851541579184,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,hackernews,1.3675360468334463,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,pubmed_abstracts,0.2909868784707972,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,dm_mathematics,uspto_backgrounds,0.11891456028954028,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,philpapers,-19.269511798861814,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,stackexchange,-17.47789546125464,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,enron_emails,-16.5982667169856,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,gutenberg_pg_19,-22.086369216713475,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,pile_cc,-21.84643478770854,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,ubuntu_irc,-20.521501884457734,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,europarl,-21.450385614524702,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,hackernews,-20.886734721849177,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,pubmed_abstracts,-21.963283890211823,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,github,uspto_backgrounds,-22.13535620839308,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,philpapers,stackexchange,1.7916163376071728,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,philpapers,enron_emails,2.6712450818762137,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,philpapers,gutenberg_pg_19,-2.816857417851662,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,philpapers,pile_cc,-2.5769229888467247,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,philpapers,ubuntu_irc,-1.251990085595919,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,philpapers,europarl,-2.1808738156628893,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,philpapers,hackernews,-1.6172229229873611,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,philpapers,pubmed_abstracts,-2.6937720913500103,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,philpapers,uspto_backgrounds,-2.865844409531267,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,stackexchange,enron_emails,0.8796287442690409,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,stackexchange,gutenberg_pg_19,-4.608473755458835,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,stackexchange,pile_cc,-4.368539326453897,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,stackexchange,ubuntu_irc,-3.0436064232030917,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,stackexchange,europarl,-3.972490153270062,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,stackexchange,hackernews,-3.408839260594534,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,stackexchange,pubmed_abstracts,-4.485388428957183,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,stackexchange,uspto_backgrounds,-4.65746074713844,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,enron_emails,gutenberg_pg_19,-5.488102499727876,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,enron_emails,pile_cc,-5.248168070722938,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,enron_emails,ubuntu_irc,-3.9232351674721326,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,enron_emails,europarl,-4.8521188975391025,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,enron_emails,hackernews,-4.288468004863574,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,enron_emails,pubmed_abstracts,-5.365017173226224,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,enron_emails,uspto_backgrounds,-5.537089491407481,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,gutenberg_pg_19,pile_cc,0.23993442900493722,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,gutenberg_pg_19,ubuntu_irc,1.564867332255743,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,gutenberg_pg_19,europarl,0.6359836021887728,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,gutenberg_pg_19,hackernews,1.1996344948643007,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,gutenberg_pg_19,pubmed_abstracts,0.1230853265016516,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,gutenberg_pg_19,uspto_backgrounds,-0.048986991679605296,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pile_cc,ubuntu_irc,1.3249329032508057,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pile_cc,europarl,0.3960491731838356,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pile_cc,hackernews,0.9597000658593635,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pile_cc,pubmed_abstracts,-0.11684910250328562,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pile_cc,uspto_backgrounds,-0.2889214206845425,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,ubuntu_irc,europarl,-0.9288837300669702,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,ubuntu_irc,hackernews,-0.3652328373914423,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,ubuntu_irc,pubmed_abstracts,-1.4417820057540913,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,ubuntu_irc,uspto_backgrounds,-1.6138543239353482,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,europarl,hackernews,0.5636508926755279,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,europarl,pubmed_abstracts,-0.5128982756871212,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,europarl,uspto_backgrounds,-0.6849705938683781,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,hackernews,pubmed_abstracts,-1.0765491683626491,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,hackernews,uspto_backgrounds,-1.248621486543906,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_github_val_loss,pubmed_abstracts,uspto_backgrounds,-0.1720723181812569,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,freelaw,1.0094128538671858,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,nih_exporter,1.8718469150911405,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,pubmed_central,0.03683795293373349,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,wikipedia_en,0.8921779491392614,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,dm_mathematics,0.2167829939290944,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,github,0.021294351741351747,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,philpapers,2.441340551056354,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,stackexchange,0.22121261149522464,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,enron_emails,8.156906882134068,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,gutenberg_pg_19,22.462958269541694,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,pile_cc,2.0265048804285852,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,ubuntu_irc,0.23377302214312534,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,europarl,0.5462550499577294,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,hackernews,2.9331551871343384,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,pubmed_abstracts,0.15729453047651631,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,arxiv,uspto_backgrounds,0.05337439088110596,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,nih_exporter,0.8624340612239547,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,pubmed_central,-0.9725749009334523,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,wikipedia_en,-0.11723490472792442,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,dm_mathematics,-0.7926298599380914,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,github,-0.9881185021258341,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,philpapers,1.4319276971891683,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,stackexchange,-0.7882002423719612,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,enron_emails,7.147494028266882,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,gutenberg_pg_19,21.45354541567451,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,pile_cc,1.0170920265613992,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,ubuntu_irc,-0.7756398317240605,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,europarl,-0.4631578039094564,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,hackernews,1.9237423332671528,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,pubmed_abstracts,-0.8521183233906695,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,freelaw,uspto_backgrounds,-0.9560384629860799,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,pubmed_central,-1.835008962157407,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,wikipedia_en,-0.9796689659518791,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,dm_mathematics,-1.6550639211620461,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,github,-1.8505525633497888,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,philpapers,0.5694936359652136,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,stackexchange,-1.650634303595916,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,enron_emails,6.285059967042928,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,gutenberg_pg_19,20.59111135445055,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,pile_cc,0.15465796533744447,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,ubuntu_irc,-1.6380738929480152,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,europarl,-1.325591865133411,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,hackernews,1.061308272043198,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,pubmed_abstracts,-1.7145523846146242,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,nih_exporter,uspto_backgrounds,-1.8184725242100346,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,wikipedia_en,0.8553399962055279,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,dm_mathematics,0.1799450409953609,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,github,-0.01554360119238174,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,philpapers,2.4045025981226207,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,stackexchange,0.18437465856149116,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,enron_emails,8.120068929200334,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,gutenberg_pg_19,22.42612031660796,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,pile_cc,1.9896669274948515,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,ubuntu_irc,0.19693506920939186,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,europarl,0.509417097023996,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,hackernews,2.896317234200605,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,pubmed_abstracts,0.12045657754278283,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,pubmed_central,uspto_backgrounds,0.016536437947372473,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,dm_mathematics,-0.675394955210167,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,github,-0.8708835973979097,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,philpapers,1.5491626019170928,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,stackexchange,-0.6709653376440368,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,enron_emails,7.264728932994807,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,gutenberg_pg_19,21.57078032040243,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,pile_cc,1.1343269312893236,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,ubuntu_irc,-0.6584049269961361,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,europarl,-0.34592289918153196,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,hackernews,2.0409772379950772,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,pubmed_abstracts,-0.7348834186627451,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,wikipedia_en,uspto_backgrounds,-0.8388035582581554,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,dm_mathematics,github,-0.19548864218774265,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,dm_mathematics,philpapers,2.2245575571272598,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,dm_mathematics,stackexchange,0.004429617566130251,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,dm_mathematics,enron_emails,7.940123888204974,increase gain_domain share by replacing replaced_domain share; conditional association
metric/the_pile_gutenberg_pg_19_val_loss,dm_mathematics,gutenberg_pg_19,22.246175275612597,increase gain_domain share by replacing replaced_domain share; conditional association
