Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,params_b,average,date,is_pretrained,months,predicted,scale_contribution,time_contribution
NYTK/PULI-LlumiX-32K,6.738,2024-08-24,llama2,🟩 continuously pretrained,6.519109356715034,16.99612583500667,5.107047129907727,1.283987915407855,0.4474272930648763,7.718750000000001,7.561317966903072,6.738,6.519109356715034,2024-08-24,True,2.529774127310062,13.264166988673287,2.1668386938299933,-0.09779080547562903
NousResearch/Yarn-Llama-2-13b-128k,13.0,2024-06-13,,🟩 continuously pretrained,8.494146676691704,16.546430138698653,13.505319085673955,1.7371601208459215,1.1185682326621946,3.385416666666666,14.671985815602836,13.0,8.494146676691704,2024-06-13,True,0.16427104722792607,14.882174813221503,3.9433612910689533,-0.2563055781663744
NousResearch/Yarn-Llama-2-7b-128k,7.0,2024-06-13,,🟩 continuously pretrained,6.814800680431223,14.847825990593847,6.1446917129934855,1.5105740181268883,1.342281879194629,8.253906250000004,8.789524231678488,7.0,6.814800680431223,2024-06-13,True,0.16427104722792607,13.208772174165425,2.269958652012875,-0.2563055781663744
NousResearch/Yarn-Llama-2-7b-64k,7.0,2024-06-13,,🟩 continuously pretrained,7.222883145587748,16.99856381068897,7.0440554144724175,1.5861027190332326,1.9015659955257265,6.934374999999998,8.872635933806146,7.0,7.222883145587748,2024-06-13,True,0.16427104722792607,13.208772174165425,2.269958652012875,-0.2563055781663744
NousResearch/Yarn-Mistral-7b-128k,7.0,2024-06-12,apache-2.0,🟩 continuously pretrained,13.268755393260784,19.33669330709185,20.633112436478672,3.1722054380664653,6.487695749440718,8.948177083333333,21.034648345153663,7.0,13.268755393260784,2024-06-12,True,0.13141683778234087,13.206570580100276,2.269958652012875,-0.25850717223152364
NousResearch/Yarn-Mistral-7b-64k,7.0,2024-06-12,apache-2.0,🟩 continuously pretrained,13.540457995525928,20.79548930171944,20.23020020918289,3.700906344410876,5.369127516778524,9.881510416666666,21.26551418439716,7.0,13.540457995525928,2024-06-12,True,0.13141683778234087,13.206570580100276,2.269958652012875,-0.25850717223152364
NousResearch/Yarn-Solar-10b-32k,10.0,2024-06-12,apache-2.0,🟩 continuously pretrained,15.721261422706204,19.421579187666502,28.99482436025671,3.0211480362537766,7.046979865771815,10.597395833333332,25.24564125295508,10.0,15.721261422706204,2024-06-12,True,0.13141683778234087,14.17074342144409,3.234131493356689,-0.25850717223152364
NousResearch/Yarn-Solar-10b-64k,10.0,2024-06-12,apache-2.0,🟩 continuously pretrained,15.162050446653282,19.88867316498003,28.395714153595826,2.8700906344410875,6.935123042505594,9.013020833333336,23.869680851063837,10.0,15.162050446653282,2024-06-12,True,0.13141683778234087,14.17074342144409,3.234131493356689,-0.25850717223152364
NucleusAI/nucleus-22B-token-500B,21.828,2024-06-26,mit,🟢 pretrained,1.6334163485881146,2.5654153202391874,1.8879990685708252,0.0,0.0,3.5481770833333326,1.798906619385342,21.828,1.6334163485881146,2024-06-26,True,0.5913757700205339,16.31172650548293,5.3442922604834395,-0.2276848553194343
OEvortex/HelpingAI-15B,15.323,2024-07-13,other,🟢 pretrained,4.515495603660534,20.30091268944179,1.8153805514942332,0.0,1.0067114093959737,2.734375,1.2355939716312052,15.323,4.515495603660534,2024-07-13,True,1.1498973305954825,15.392648090201705,4.38778674609468,-0.1902577562118972
OEvortex/HelpingAI-3B-reloaded,2.81,2024-10-31,other,🟩 continuously pretrained,14.768420533149955,46.466819150963886,16.98574044907848,1.3595166163141994,1.789709172259505,4.289322916666667,17.719414893617017,2.81,14.768420533149955,2024-10-31,True,4.763860369609857,11.049691952819195,-0.19734473845424788,0.051917590954519414
OEvortex/HelpingAI2-9B,8.903,2024-10-11,other,🟢 pretrained,17.606927062260286,44.131238447319774,27.073241609173305,5.8912386706948645,1.1185682326621946,6.318750000000001,21.108525413711583,8.903,17.606927062260286,2024-10-11,True,4.1067761806981515,14.123030153405505,2.9200253434350474,0.007885709651534524
OEvortex/HelpingAI2.5-10B,10.211,2024-11-19,other,🟩 continuously pretrained,13.711774162686112,32.76561745058666,21.135366144659056,2.0392749244712998,2.572706935123044,6.259895833333336,17.49778368794326,10.211,13.711774162686112,2024-11-19,True,5.388090349075975,14.57944311351838,3.290576135007101,0.09374787819235497
OpenLLM-France/Lucie-7B,6.707,2025-01-14,apache-2.0,🟢 pretrained,8.611731815760395,24.96453853553017,9.91394298206345,1.4350453172205435,3.0201342281879207,6.807031250000001,5.529698581560284,6.707,8.611731815760395,2025-01-14,True,7.227926078028747,13.566529318230684,2.1543730720710474,0.2170371458407125
Pinkstack/Superthoughts-lite-1.8B-experimental-o1,1.812,2025-01-31,apache-2.0,🟩 continuously pretrained,5.104091175053128,3.7519337579843706,9.132472807581593,3.1722054380664653,3.355704697986576,1.7578124999999991,9.454417848699762,1.812,5.104091175053128,2025-01-31,True,7.786447638603696,10.06618951731698,-1.383393827950192,0.2544642449482496
PrimeIntellect/INTELLECT-1,10.211,2024-11-29,apache-2.0,🟢 pretrained,3.806301801901869,17.57315035217667,1.043500157895444,0.0,0.4474272930648763,2.408854166666666,1.3648788416075646,10.211,3.806301801901869,2024-11-29,True,5.716632443531828,14.601459054169872,3.290576135007101,0.11576381884384741
PrimeIntellect/INTELLECT-1,10.211,2024-12-03,apache-2.0,🟢 pretrained,4.016002158495076,17.57315035217667,1.043500157895444,0.0,0.0,4.1421875,1.337174940898345,10.211,4.016002158495076,2024-12-03,True,5.848049281314168,14.61026543043047,3.290576135007101,0.12457019510444432
Qwen/Qwen1.5-0.5B,0.62,2024-06-13,other,🟢 pretrained,5.3510150735736985,17.056077873375976,5.035475836799366,1.7371601208459215,0.5592841163310973,4.303125,3.4149674940898342,0.62,5.3510150735736985,2024-06-13,True,0.16427104722792607,6.6562994154533435,-4.282514106699207,-0.2563055781663744
Qwen/Qwen1.5-1.8B,1.837,2024-06-13,other,🟢 pretrained,9.269492522098927,21.54239639711521,9.759901587727937,3.1722054380664653,7.38255033557047,3.963802083333334,9.79609929078014,1.837,9.269492522098927,2024-06-13,True,0.16427104722792607,9.592460909634605,-1.346352612517944,-0.2563055781663744
Qwen/Qwen1.5-110B,111.21,2024-06-13,other,🟢 pretrained,29.83367750486893,34.21942667677318,44.28047655387545,24.69788519637462,13.646532438478744,13.70546875,48.45227541371159,111.21,29.83367750486893,2024-06-13,True,0.16427104722792607,20.68457004260603,9.745756520453481,-0.2563055781663744
Qwen/Qwen1.5-14B,14.167,2024-06-13,other,🟢 pretrained,20.854080062460586,29.05368865720732,30.063103282917453,20.241691842900305,5.92841163310962,10.464062500000002,29.37352245862884,14.167,20.854080062460586,2024-06-13,True,0.16427104722792607,15.11456019462944,4.175746672476892,-0.2563055781663744
Qwen/Qwen1.5-32B,32.512,2024-06-13,other,🟢 pretrained,27.2987558571606,32.97295620065869,38.980351633108974,30.28700906344411,10.626398210290828,12.040625000000004,38.88519503546098,32.512,27.2987558571606,2024-06-13,True,0.16427104722792607,17.36011331167818,6.421299789525634,-0.2563055781663744
Qwen/Qwen1.5-4B,3.95,2024-06-13,other,🟢 pretrained,11.76818275851784,24.447466056729475,16.249142581095292,5.287009063444108,3.5794183445190177,4.8226562500000005,16.22340425531915,3.95,11.76818275851784,2024-06-13,True,0.16427104722792607,11.662001160751167,0.723187638598617,-0.2563055781663744
Qwen/Qwen1.5-7B,7.721,2024-06-09,other,🟢 pretrained,16.024674155407357,26.842998798742894,23.075768754340448,9.290030211480364,6.487695749440718,9.158333333333331,21.293218085106385,7.721,16.024674155407357,2024-06-09,True,0.03285420944558522,13.464973114822609,2.534965968930657,-0.2651119544269714
Qwen/Qwen1.5-MoE-A2.7B,14.316,2024-06-13,other,🟢 pretrained,13.945920112290064,26.59820387682461,18.837858500547185,9.290030211480364,1.230425055928408,7.967968750000003,19.751034278959807,14.316,13.945920112290064,2024-06-13,True,0.16427104722792607,15.14284262902035,4.204029106867801,-0.2563055781663744
Qwen/Qwen2-0.5B,0.494,2024-11-30,apache-2.0,🟢 pretrained,7.224121473565234,18.73218615495773,7.918512040903256,2.643504531722054,1.45413870246085,4.601041666666668,7.99534574468085,0.494,7.224121473565234,2024-11-30,True,5.749486652977413,6.4164409063660015,-4.896643606861919,0.11796541290899662
Qwen/Qwen2-1.5B,1.544,2024-06-09,apache-2.0,🟢 pretrained,10.445452935561454,21.132705665412217,11.781833653483533,7.02416918429003,1.9015659955257265,3.5932291666666667,17.239213947990542,1.544,10.445452935561454,2024-06-09,True,0.03285420944558522,9.113949203169598,-1.8160579427223529,-0.2651119544269714
Qwen/Qwen2-57B-A14B,57.409,2024-06-13,apache-2.0,🟢 pretrained,25.0338731324107,31.126965340851164,38.87598905034189,18.65558912386707,7.494407158836691,10.538541666666667,43.51174645390071,57.409,25.0338731324107,2024-06-13,True,0.16427104722792607,18.897145315160476,7.9583317930079245,-0.2563055781663744
Qwen/Qwen2-72B,72.706,2024-06-26,other,🟢 pretrained,35.45667093247413,38.23610243044012,51.85613118695519,31.1178247734139,19.239373601789712,19.728906250000005,52.56168735224587,72.706,35.45667093247413,2024-06-26,True,0.5913757700205339,19.564329631571514,8.596895386572022,-0.2276848553194343
Qwen/Qwen2-7B,7.616,2024-06-09,apache-2.0,🟢 pretrained,23.9251621404824,31.48667757106699,34.711136202753416,20.39274924471299,7.270693512304249,14.322916666666666,35.366799645390074,7.616,23.9251621404824,2024-06-09,True,0.03285420944558522,13.427958949959653,2.497951804067701,-0.2651119544269714
Qwen/Qwen2.5-0.5B,0.5,2024-09-19,apache-2.0,🟢 pretrained,6.550067614297009,16.271714606133948,6.953961634882263,3.927492447129909,0.0,2.0833333333333326,10.0639036643026,0.5,6.550067614297009,2024-09-19,True,3.383983572895277,6.290561044393848,-4.864008696143327,-0.04054935978174876
Qwen/Qwen2.5-1.5B,1.5,2024-09-19,apache-2.0,🟢 pretrained,13.852701161320264,26.74304179576856,16.660465167691854,9.138972809667674,4.697986577181204,5.265885416666666,20.609855200945624,1.5,13.852701161320264,2024-09-19,True,3.383983572895277,9.260357913787379,-1.8942118267497947,-0.04054935978174876
Qwen/Qwen2.5-14B,14.77,2024-09-19,apache-2.0,🟢 pretrained,31.951062693148973,36.94464022127954,45.078312404984935,29.003021148036257,17.561521252796418,15.913281249999995,47.20559988179669,14.77,31.951062693148973,2024-09-19,True,3.383983572895277,15.442994371619013,4.288424631081839,-0.04054935978174876
Qwen/Qwen2.5-32B,32.764,2024-09-19,apache-2.0,🟢 pretrained,38.00796730514634,40.76649955451536,53.954752851332,35.64954682779456,21.588366890380318,22.69583333333333,53.39280437352246,32.764,38.00796730514634,2024-09-19,True,3.383983572895277,17.59674140446832,6.442171663931146,-0.04054935978174876
Qwen/Qwen2.5-3B,3.086,2024-09-27,other,🟢 pretrained,18.102770217683677,26.89541527591236,24.30424172637169,14.803625377643504,6.375838926174497,11.758333333333336,24.479166666666664,3.086,18.102770217683677,2024-09-27,True,3.646817248459959,11.228106396301907,0.05592390324353753,-0.02293660726055484
Qwen/Qwen2.5-72B,72.706,2024-09-19,other,🟢 pretrained,38.441143572535815,41.37100670664947,54.61505780163693,39.12386706948641,20.69351230425056,19.640625,55.20279255319149,72.706,38.441143572535815,2024-09-19,True,3.383983572895277,19.7514651271092,8.596895386572022,-0.04054935978174876
Qwen/Qwen2.5-7B,7.616,2024-09-19,apache-2.0,🟢 pretrained,26.019159924095096,33.74479713825982,35.81347328754777,25.075528700906347,9.955257270693512,14.13671875,37.38918439716312,7.616,26.019159924095096,2024-09-19,True,3.383983572895277,13.652521544604875,2.497951804067701,-0.04054935978174876
Qwen/Qwen2.5-Coder-14B,14.77,2024-11-12,apache-2.0,🟢 pretrained,24.82905228038836,34.72652561869174,40.52300211536303,22.507552870090635,5.7046979865771785,6.387239583333336,39.12529550827424,14.77,24.82905228038836,2024-11-12,True,5.158110882956879,15.561880451137073,4.288424631081839,0.07833671973631029
Qwen/Qwen2.5-Coder-32B,32.764,2024-12-10,apache-2.0,🟢 pretrained,33.2623633375386,43.63411304228336,48.51121340614174,30.891238670694865,12.863534675615217,15.868229166666664,47.80585106382979,32.764,33.2623633375386,2024-12-10,True,6.078028747433265,17.777272117810558,6.442171663931146,0.13998135356048907
Qwen/Qwen2.5-Coder-7B,7.616,2024-09-21,apache-2.0,🟢 pretrained,19.20949053896225,34.4592348302504,28.43894411525553,19.18429003021148,1.230425055928408,2.1734375000000004,29.770611702127653,7.616,19.20949053896225,2024-09-21,True,3.4496919917864477,13.656924732735174,2.497951804067701,-0.03614617165145027
Qwen/Qwen2.5-Math-7B,7.616,2024-09-21,apache-2.0,🟩 continuously pretrained,17.836657156289718,24.59983953687328,22.00876067958663,30.513595166163142,5.8165548098434,4.995052083333334,19.086140661938536,7.616,17.836657156289718,2024-09-21,True,3.4496919917864477,13.656924732735174,2.497951804067701,-0.03614617165145027
THUDM/glm-4-9b,9.0,2024-07-04,other,🟢 pretrained,18.006731731716215,14.260827936541707,35.811283581208905,0.0,8.83668903803132,14.189583333333331,34.94200650118203,9.0,18.006731731716215,2024-07-04,True,0.8542094455852156,13.934365247128166,2.949318249607485,-0.21007210279824037
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,1.1,2024-11-27,apache-2.0,🟢 pretrained,5.230318100791095,22.76637100670665,3.547093389508079,1.2084592145015105,0.3355704697986553,2.187239583333333,1.337174940898345,1.1,5.230318100791095,2024-11-27,True,5.650924024640657,8.573849160377675,-2.7326305706547984,0.11136063071354892
TinyLlama/TinyLlama_v1.1,1.1,2024-06-12,apache-2.0,🟢 pretrained,4.824553844580785,20.00613926603634,3.2103010497128146,1.2084592145015105,0.0,3.979427083333333,0.542996453900708,1.1,4.824553844580785,2024-06-12,True,0.13141683778234087,8.203981357432603,-2.7326305706547984,-0.25850717223152364
Wladastic/Mini-Think-Base-1B,1.236,2025-02-22,llama3.2,🟩 continuously pretrained,14.3485600949955,55.88405430923284,9.377987524324114,7.326283987915408,1.789709172259505,3.136197916666668,8.577127659574469,1.236,14.3485600949955,2025-02-22,True,8.509240246406572,9.080503337396895,-2.4175150773035607,0.302899314381533
Yash21/TinyYi-7B-Test,6.061,2024-07-03,apache-2.0,🟢 pretrained,4.495167294967694,18.56485236949073,2.267966388832264,0.0,1.9015659955257265,3.22265625,1.0139627659574466,6.061,4.495167294967694,2024-07-03,True,0.8213552361396304,12.863444019811705,1.8805986163561716,-0.2122736968633896
ai21labs/Jamba-v0.1,51.57,2024-09-16,apache-2.0,🟢 pretrained,9.218365089520882,20.2559209563957,10.722058918870276,1.5861027190332326,2.460850111856823,3.7109375,16.574320330969268,51.57,9.218365089520882,2024-09-16,True,3.2854209445585214,18.816346130765176,7.668381172423452,-0.0471541419771965
allenai/OLMo-1B-hf,1.177,2024-06-12,apache-2.0,🟢 pretrained,6.633923959022838,21.819660722438684,3.1965463124303173,1.7371601208459215,1.5659955257270708,9.555989583333334,1.9281914893617007,1.177,6.633923959022838,2024-06-12,True,0.13141683778234087,8.386877948429715,-2.5497339796576863,-0.25850717223152364
allenai/OLMo-7B-hf,6.888,2024-06-27,apache-2.0,🟢 pretrained,6.864268027495356,27.19273749207658,5.761987041080832,1.2084592145015105,3.0201342281879207,2.0833333333333326,1.9189568557919612,6.888,6.864268027495356,2024-06-27,True,0.6242299794661191,13.195993132841577,2.2263572937769376,-0.22548326125428506
allenai/OLMoE-1B-7B-0125-Instruct,6.919,2025-02-18,apache-2.0,🟢 pretrained,17.50987629325843,67.57436934001782,14.007956498913387,8.987915407854985,1.342281879194629,2.9812500000000006,10.16548463356974,6.919,17.50987629325843,2025-02-18,True,8.37782340862423,13.72770812190169,2.2384960834618304,0.294092938120936
allenai/OLMoE-1B-7B-0924,6.919,2024-09-30,apache-2.0,🟢 pretrained,7.266580603765461,21.847143357402803,8.308106894895777,1.6616314199395772,0.0,3.565625000000001,8.216976950354608,6.919,7.266580603765461,2024-09-30,True,3.7453798767967146,13.417283358715647,2.2384960834618304,-0.016331825065107105
amd/AMD-Llama-135m,0.134,2024-10-01,apache-2.0,🟢 pretrained,5.228976558960189,19.18431982694805,2.537952680477511,0.7552870090634441,1.1185682326621946,5.904947916666668,1.8727836879432624,0.134,5.228976558960189,2024-10-01,True,3.7782340862423,2.7574583920588913,-8.423530477260075,-0.014130230999957862
apple/DCLM-7B,7.0,2024-08-16,apple-ascl,🟢 pretrained,14.112858289728544,21.727239280664197,19.760934974772244,3.700906344410876,8.7248322147651,7.309114583333334,23.45412234042553,7.0,14.112858289728544,2024-08-16,True,2.2669404517453797,13.349674194334977,2.269958652012875,-0.11540355799682299
awnr/Mistral-7B-v0.1-signtensors-1-over-2,7.242,2024-07-30,apache-2.0,🟢 pretrained,14.370486963136566,21.792178087474564,22.40015255970937,3.3987915407854987,7.606263982102905,8.80885416666667,22.21668144208038,7.242,14.370486963136566,2024-07-30,True,1.7084188911704312,13.404122332910182,2.361833889695617,-0.15283065710436008
awnr/Mistral-7B-v0.1-signtensors-1-over-4,7.0,2024-07-29,apache-2.0,🟢 pretrained,8.747197547964134,21.330070878602108,9.22769372478478,2.492447129909366,2.684563758389265,2.187239583333333,14.561170212765957,7.0,8.747197547964134,2024-07-29,True,1.675564681724846,13.310045501162291,2.269958652012875,-0.15503225116950933
awnr/Mistral-7B-v0.1-signtensors-3-over-8,7.242,2024-07-29,apache-2.0,🟢 pretrained,13.813468900343905,23.94291590756969,20.435230589690025,3.3232628398791544,7.158836689038028,5.785416666666667,22.23515070921986,7.242,13.813468900343905,2024-07-29,True,1.675564681724846,13.401920738845034,2.361833889695617,-0.15503225116950933
awnr/Mistral-7B-v0.1-signtensors-5-over-16,7.242,2024-07-29,apache-2.0,🟢 pretrained,12.28452908669469,21.18268416689938,17.543031293477835,2.9456193353474323,4.138702460850116,6.142187500000003,21.75494976359338,7.242,12.28452908669469,2024-07-29,True,1.675564681724846,13.401920738845034,2.361833889695617,-0.15503225116950933
awnr/Mistral-7B-v0.1-signtensors-7-over-16,7.242,2024-07-29,apache-2.0,🟢 pretrained,14.246704735704872,22.936253584932423,21.040436509874464,3.8519637462235647,7.158836689038028,7.934375000000003,22.55836288416076,7.242,14.246704735704872,2024-07-29,True,1.675564681724846,13.401920738845034,2.361833889695617,-0.15503225116950933
beomi/gemma-mling-7b,8.538,2024-07-17,other,🟩 continuously pretrained,11.392173694644192,20.29093915255965,17.631391012223656,5.438066465256798,0.0,6.848437499999999,18.144208037825056,8.538,11.392173694644192,2024-07-17,True,1.2813141683778233,13.820531957388715,2.8068642370210903,-0.18145137995130023
bigcode/starcoder2-15b,15.958,2024-06-09,bigcode-openrail-m,🟢 pretrained,12.539175421645837,27.802231412651764,20.373540752678547,5.966767371601208,3.1319910514541416,2.9283854166666674,15.032136524822691,15.958,12.539175421645837,2024-06-09,True,0.03285420944558522,15.427559187564892,4.497552041672941,-0.2651119544269714
bigcode/starcoder2-3b,3.03,2024-06-09,bigcode-openrail-m,🟢 pretrained,6.549147626379535,20.370838264693237,8.909299421083569,1.5105740181268883,0.0,1.432291666666666,7.071882387706856,3.03,6.549147626379535,2024-06-09,True,0.03285420944558522,10.936426515252734,0.006419369360781734,-0.2651119544269714
bigcode/starcoder2-7b,7.174,2024-06-09,bigcode-openrail-m,🟢 pretrained,8.2934383764798,22.09193827932109,11.395110106503443,3.096676737160121,0.2237136465324418,5.8166666666666655,7.1365248226950335,7.174,8.2934383764798,2024-06-09,True,0.03285420944558522,13.266338718089962,2.3363315721980102,-0.2651119544269714
bigscience/bloom-1b1,1.065,2024-06-13,bigscience-bloom-rail-1.0,🟢 pretrained,4.025155876068456,13.733781920858878,4.042705269260129,0.5287009063444109,1.230425055928408,3.416666666666666,1.198655437352245,1.065,4.025155876068456,2024-06-13,True,0.16427104722792607,8.118773122575792,-2.820040399576757,-0.2563055781663744
bigscience/bloom-1b7,1.722,2024-06-13,bigscience-bloom-rail-1.0,🟢 pretrained,4.046754480742192,10.438968603305897,4.39745292760164,0.5287009063444109,1.1185682326621946,6.838281250000001,0.958554964539006,1.722,4.046754480742192,2024-06-13,True,0.16427104722792607,9.417704402001993,-1.5211091201505564,-0.2563055781663744
bigscience/bloom-3b,3.003,2024-06-13,bigscience-bloom-rail-1.0,🟢 pretrained,4.387894128649155,12.709610500139627,3.4200982840077354,0.8308157099697886,0.0,7.891145833333333,1.4756944444444438,3.003,4.387894128649155,2024-06-13,True,0.16427104722792607,10.921036777259735,-0.017776744892814667,-0.2563055781663744
bigscience/bloom-560m,0.559,2024-06-13,bigscience-bloom-rail-1.0,🟢 pretrained,3.50724359916236,6.202431769926019,2.885363608028119,0.3776435045317221,1.5659955257270708,8.185416666666667,1.8266105200945613,0.559,3.50724359916236,2024-06-13,True,0.16427104722792607,6.37632632627501,-4.562487195877538,-0.2563055781663744
bigscience/bloom-7b1,7.069,2024-06-13,bigscience-bloom-rail-1.0,🟢 pretrained,3.795510241848182,13.221696210499251,4.038808518979752,0.5287009063444109,1.9015659955257265,1.920572916666666,1.1617169030732852,7.069,3.795510241848182,2024-06-13,True,0.16427104722792607,13.235287784698471,2.296474262545921,-0.2563055781663744
braindao/Qwen2.5-14B,14.77,2025-03-06,apache-2.0,🟢 pretrained,32.436238941896505,54.085493158153696,41.26351364432166,29.229607250755286,16.442953020134222,10.444270833333336,43.15159574468085,14.77,32.436238941896505,2025-03-06,True,8.903490759753593,15.812862174564087,4.288424631081839,0.3293184431633238
cckm/tinymistral_950m,0.955,2025-01-13,mit,🟢 pretrained,5.219822920055284,23.952889444451834,2.371788472964944,0.5287009063444109,1.342281879194629,2.053906250000001,1.0693705673758855,0.955,5.219822920055284,2025-01-13,True,7.195071868583162,8.295212009373595,-3.114742642720892,0.21483555177556327
cjvt/GaMS-1B,1.54,2025-02-13,apache-2.0,🟩 continuously pretrained,4.621759796234088,16.3541625110263,3.861742268465667,1.3595166163141994,1.1185682326621946,3.385416666666666,1.6511524822695034,1.54,4.621759796234088,2025-02-13,True,8.213552361396303,9.65513386307925,-1.823070205034865,0.2830849677951897
cpayne1303/cp2024,0.031,2024-11-26,apache-2.0,🟢 pretrained,3.702132658945494,16.58144833486261,2.7391414141414145,0.5287009063444109,0.7829977628635317,0.4557291666666662,1.124778368794326,0.031,3.702132658945494,2024-11-26,True,5.618069815195072,-1.0763761592318988,-12.380654296199221,0.10915903664839964
cpayne1303/cp2024-instruct,0.031,2024-11-27,apache-2.0,🟩 continuously pretrained,4.319731373654743,17.061064641817044,2.481300216779669,0.0,1.342281879194629,3.179427083333332,1.854314420803781,0.031,4.319731373654743,2024-11-27,True,5.650924024640657,-1.0741745651667496,-12.380654296199221,0.11136063071354892
cpayne1303/llama-43m-beta,0.043,2024-11-30,apache-2.0,🟩 continuously pretrained,5.288331692594867,19.156837191983936,2.482040957520409,0.0,2.460850111856823,6.163802083333335,1.466459810874704,0.043,5.288331692594867,2024-11-30,True,5.749486652977413,-0.1830394628981519,-11.496123976126073,0.11796541290899662
cpayne1303/llama-43m-beta,0.043,2024-12-04,apache-2.0,🟩 continuously pretrained,5.422628758277313,19.489066787235643,2.496047806835478,0.4531722054380665,2.460850111856823,6.401041666666668,1.2355939716312052,0.043,5.422628758277313,2024-12-04,True,5.880903490759754,-0.1742330866375549,-11.496123976126073,0.1267717891695936
cpayne1303/smallcp2024,0.002,2024-11-27,apache-2.0,🟢 pretrained,3.543848434170488,15.819580934143628,3.118177558861132,0.5287009063444109,0.0,0.5333333333333328,1.263297872340425,0.002,3.543848434170488,2024-11-27,True,5.650924024640657,-8.483283498792167,-19.789763229824636,0.11136063071354892
crestf411/MN-Slush,12.248,2025-01-04,,🟩 continuously pretrained,22.136982895446007,40.77148632295642,33.156422079931886,12.68882175226586,9.843400447427292,8.493489583333334,27.868277186761222,12.248,22.136982895446007,2025-01-04,True,6.899383983572895,15.17242530579804,3.7822850002898956,0.1950212051892201
databricks/dolly-v1-6b,6.0,2024-06-12,cc-by-nc-4.0,🟢 pretrained,6.981231710564127,22.244311759464885,4.7813091701327,1.8882175226586104,1.9015659955257265,8.118750000000002,2.953235815602837,6.0,6.981231710564127,2024-06-12,True,0.13141683778234087,12.7898665152651,1.8532545871776995,-0.25850717223152364
deepseek-ai/deepseek-llm-7b-base,7.0,2024-06-12,other,🟢 pretrained,8.227098434870664,21.787191319033496,9.76792479590425,1.9637462235649543,3.1319910514541416,3.755989583333332,8.955747635933804,7.0,8.227098434870664,2024-06-12,True,0.13141683778234087,13.206570580100276,2.269958652012875,-0.25850717223152364
deepseek-ai/deepseek-moe-16b-base,16.376,2024-06-12,other,🟢 pretrained,7.466333791660237,24.49744455821664,8.355555779389382,2.416918429003021,0.5592841163310973,3.355989583333334,5.612810283687943,16.376,7.466333791660237,2024-06-12,True,0.13141683778234087,15.504060132059182,4.567448203971781,-0.25850717223152364
dicta-il/dictalm2.0,7.251,2024-07-31,apache-2.0,🟩 continuously pretrained,11.895185345587594,24.132745559559744,16.48984561578202,1.812688821752266,5.592841163310966,5.512760416666668,17.830230496453904,7.251,11.895185345587594,2024-07-31,True,1.7412731006160165,13.409681276534156,2.365191239254444,-0.15062906303921084
distilbert/distilgpt2,0.088,2024-06-12,apache-2.0,🟢 pretrained,4.002273827220365,6.110010328151527,2.835219845513963,0.6042296072507553,1.230425055928408,11.1578125,2.0759456264775418,0.088,4.002273827220365,2024-06-12,True,0.13141683778234087,1.3763670132513062,-9.560244914836094,-0.25850717223152364
dnhkng/RYS-Medium,18.731,2024-07-17,mit,🟩 continuously pretrained,26.44775194883569,44.06131287206833,47.73420132486152,10.80060422960725,10.402684563758392,8.732552083333331,36.95515661938535,18.731,26.44775194883569,2024-07-17,True,1.2813141683778233,15.944329580351003,4.930661859983379,-0.18145137995130023
dnhkng/RYS-Phi-3-medium-4k-instruct,17.709,2024-08-07,mit,🟢 pretrained,29.093689949569903,43.913926160365605,46.748970518349154,16.08761329305136,13.982102908277405,11.093489583333332,42.73603723404255,17.709,29.093689949569903,2024-08-07,True,1.9712525667351128,15.838893391875388,4.778992196139631,-0.13521790458316615
ehristoforu/Falcon3-MoE-2x7B-Insruct,13.401,2024-12-22,other,🟢 pretrained,36.66765115739224,76.42954028643999,38.0671542210182,41.23867069486405,8.277404921700223,21.605208333333334,34.38792848699764,13.401,36.66765115739224,2024-12-22,True,6.4722792607802875,15.387004796200833,4.025485213539628,0.16640048234227994
ell44ot/gemma-2b-def,1.546,2024-11-28,apache-2.0,🟢 pretrained,8.12291928068411,26.93043347207632,4.586419628734295,2.416918429003021,3.1319910514541416,5.3109375000000005,6.3608156028368805,1.546,8.12291928068411,2024-11-28,True,5.683778234086242,9.496122704036273,-1.8125586210613502,0.11356222477869814
facebook/opt-1.3b,1.3,2024-06-12,other,🟢 pretrained,5.276689334204645,23.83298536771322,3.6480520895226793,0.906344410876133,0.0,2.0833333333333326,1.1894208037825047,1.3,5.276689334204645,2024-06-12,True,0.13141683778234087,8.655566236620086,-2.281045691467315,-0.25850717223152364
facebook/opt-30b,30.0,2024-06-12,other,🟢 pretrained,6.276874107966858,24.52991396162183,3.4984293851759607,1.0574018126888218,2.572706935123044,4.185416666666667,1.8173758865248215,30.0,6.276874107966858,2024-06-12,True,0.13141683778234087,17.140540290837624,6.203928362750221,-0.25850717223152364
fblgit/pancho-v1-qw25-3B-UNAMGS,3.397,2024-11-12,other,🟩 continuously pretrained,23.860634894188152,53.6134124123991,28.66965021792132,15.709969788519636,6.263982102908276,8.17578125,30.73101359338061,3.397,23.860634894188152,2024-11-12,True,5.158110882956879,11.588935161207374,0.3154793411521398,0.07833671973631029
