model,date_utc,year,task,score,metric,params_b_c1,c1_model_match
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,IFEval,69.68576709796673,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,MATH-Hard,16.842900302114806,"exact_match,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,GPQA,32.466442953020135,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,BBH,52.54296129144246,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,MMLU-Pro,37.26728723404255,"acc,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,MuSR,39.682539682539684,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,IFEval,69.68576709796673,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,MATH-Hard,16.842900302114806,"exact_match,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,GPQA,32.466442953020135,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,BBH,52.54296129144246,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,2025-01-20 06:12:51.610789537+00:00,2025,MMLU-Pro,37.26728723404255,"acc,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,MuSR,39.682539682539684,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,IFEval,69.68576709796673,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,MATH-Hard,16.842900302114806,"exact_match,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,GPQA,32.466442953020135,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,BBH,52.54296129144246,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,MMLU-Pro,37.26728723404255,"acc,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,MuSR,39.682539682539684,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,IFEval,69.68576709796673,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,MATH-Hard,16.842900302114806,"exact_match,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,GPQA,32.466442953020135,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,BBH,52.54296129144246,"acc_norm,none",8.03,True
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,2025-01-20 06:17:16.114049673+00:00,2025,MMLU-Pro,37.26728723404255,"acc,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,MuSR,40.07936507936508,"acc_norm,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,IFEval,43.622920517560075,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,MATH-Hard,17.82477341389728,"exact_match,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,GPQA,30.536912751677853,"acc_norm,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,BBH,52.629751779205,"acc_norm,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,MMLU-Pro,36.419547872340424,"acc,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,MuSR,40.07936507936508,"acc_norm,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,IFEval,43.622920517560075,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,MATH-Hard,17.82477341389728,"exact_match,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,GPQA,30.536912751677853,"acc_norm,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,BBH,52.629751779205,"acc_norm,none",8.03,True
DreadPoor/Aspire_V3-8B-Model_Stock,2025-01-21 21:50:02.218000174+00:00,2025,MMLU-Pro,36.419547872340424,"acc,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,MuSR,38.62433862433862,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,IFEval,72.82809611829944,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,MATH-Hard,18.882175226586103,"exact_match,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,GPQA,30.453020134228186,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,BBH,53.081062315570215,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,MMLU-Pro,37.0844414893617,"acc,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,MuSR,38.62433862433862,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,IFEval,72.82809611829944,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,MATH-Hard,18.882175226586103,"exact_match,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,GPQA,30.453020134228186,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,BBH,53.081062315570215,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4-8B-Model_Stock,2025-01-23 10:12:26.699423790+00:00,2025,MMLU-Pro,37.0844414893617,"acc,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,MuSR,39.15343915343915,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,IFEval,69.50092421441775,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,MATH-Hard,18.051359516616312,"exact_match,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,GPQA,32.04697986577181,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,BBH,52.629751779205,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,MMLU-Pro,36.81848404255319,"acc,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,MuSR,39.15343915343915,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,IFEval,69.50092421441775,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,MATH-Hard,18.051359516616312,"exact_match,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,GPQA,32.04697986577181,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,BBH,52.629751779205,"acc_norm,none",8.03,True
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,2025-01-23 10:17:49.655080795+00:00,2025,MMLU-Pro,36.81848404255319,"acc,none",8.03,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,MuSR,41.93121693121693,"acc_norm,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,IFEval,67.46765249537893,"prompt_level_strict_acc,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,MATH-Hard,16.389728096676738,"exact_match,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,GPQA,31.45973154362416,"acc_norm,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,BBH,54.48706821732338,"acc_norm,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,MMLU-Pro,38.43916223404255,"acc,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,MuSR,41.93121693121693,"acc_norm,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,IFEval,67.46765249537893,"prompt_level_strict_acc,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,MATH-Hard,16.389728096676738,"exact_match,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,GPQA,31.45973154362416,"acc_norm,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,BBH,54.48706821732338,"acc_norm,none",4.015,True
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,2024-12-20 14:23:28.277364492+00:00,2024,MMLU-Pro,38.43916223404255,"acc,none",4.015,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,MuSR,41.4021164021164,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,IFEval,68.76155268022181,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,MATH-Hard,15.181268882175228,"exact_match,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,GPQA,30.70469798657718,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,BBH,54.99045304634612,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,MMLU-Pro,38.42253989361702,"acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,MuSR,41.4021164021164,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,IFEval,68.76155268022181,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,MATH-Hard,15.181268882175228,"exact_match,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,GPQA,30.70469798657718,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,BBH,54.99045304634612,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LINEAR,2024-09-26 02:52:25.980169535+00:00,2024,MMLU-Pro,38.42253989361702,"acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,MuSR,42.32804232804233,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,IFEval,71.1645101663586,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,MATH-Hard,12.915407854984895,"exact_match,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,GPQA,30.201342281879196,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,BBH,53.82746051032807,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,MMLU-Pro,36.727061170212764,"acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,MuSR,42.32804232804233,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,IFEval,71.1645101663586,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,MATH-Hard,12.915407854984895,"exact_match,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,GPQA,30.201342281879196,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,BBH,53.82746051032807,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED,2024-09-29 12:17:57.925662994+00:00,2024,MMLU-Pro,36.727061170212764,"acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,MuSR,42.195767195767196,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,IFEval,69.50092421441775,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,MATH-Hard,13.821752265861026,"exact_match,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,GPQA,29.86577181208054,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,BBH,53.77538621767054,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,MMLU-Pro,36.94315159574468,"acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,MuSR,42.195767195767196,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,IFEval,69.50092421441775,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,MATH-Hard,13.821752265861026,"exact_match,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,GPQA,29.86577181208054,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,BBH,53.77538621767054,"acc_norm,none",8.03,True
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,2024-09-29 12:17:58.624390841+00:00,2024,MMLU-Pro,36.94315159574468,"acc,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,MuSR,41.7989417989418,"acc_norm,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,IFEval,68.76155268022181,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,MATH-Hard,17.598187311178247,"exact_match,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,GPQA,29.36241610738255,"acc_norm,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,BBH,54.38291963200833,"acc_norm,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,MMLU-Pro,39.67752659574468,"acc,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,MuSR,41.7989417989418,"acc_norm,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,IFEval,68.76155268022181,"prompt_level_strict_acc,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,MATH-Hard,17.598187311178247,"exact_match,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,GPQA,29.36241610738255,"acc_norm,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,BBH,54.38291963200833,"acc_norm,none",8.03,True
DreadPoor/Autumn_Dawn-8B-LINEAR,2025-02-01 16:39:07.205353498+00:00,2025,MMLU-Pro,39.67752659574468,"acc,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,MuSR,42.195767195767196,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,IFEval,69.50092421441775,"prompt_level_strict_acc,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,MATH-Hard,17.82477341389728,"exact_match,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,GPQA,32.13087248322148,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,BBH,54.504426314875886,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,MMLU-Pro,38.61369680851064,"acc,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,MuSR,42.195767195767196,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,IFEval,69.50092421441775,"prompt_level_strict_acc,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,MATH-Hard,17.82477341389728,"exact_match,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,GPQA,32.13087248322148,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,BBH,54.504426314875886,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-LINEAR,2024-11-10 09:18:43.855464458+00:00,2024,MMLU-Pro,38.61369680851064,"acc,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,MuSR,41.93121693121693,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,IFEval,73.56746765249538,"prompt_level_strict_acc,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,MATH-Hard,16.08761329305136,"exact_match,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,GPQA,31.3758389261745,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,BBH,53.8968929005381,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,MMLU-Pro,38.80485372340425,"acc,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,MuSR,41.93121693121693,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,IFEval,73.56746765249538,"prompt_level_strict_acc,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,MATH-Hard,16.08761329305136,"exact_match,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,GPQA,31.3758389261745,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,BBH,53.8968929005381,"acc_norm,none",8.03,True
DreadPoor/BaeZel-8B-Model_Stock,2024-12-29 18:34:20.821396112+00:00,2024,MMLU-Pro,38.80485372340425,"acc,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,MuSR,41.7989417989418,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,IFEval,73.19778188539742,"prompt_level_strict_acc,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,MATH-Hard,17.29607250755287,"exact_match,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,GPQA,29.949664429530205,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,BBH,53.51501475438292,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,MMLU-Pro,39.469747340425535,"acc,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,MuSR,41.7989417989418,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,IFEval,73.19778188539742,"prompt_level_strict_acc,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,MATH-Hard,17.29607250755287,"exact_match,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,GPQA,29.949664429530205,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,BBH,53.51501475438292,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2-8B-Model_Stock,2025-01-28 19:14:15.867617130+00:00,2025,MMLU-Pro,39.469747340425535,"acc,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,MuSR,41.7989417989418,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,IFEval,73.19778188539742,"prompt_level_strict_acc,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,MATH-Hard,17.29607250755287,"exact_match,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,GPQA,29.949664429530205,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,BBH,53.51501475438292,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,MMLU-Pro,39.469747340425535,"acc,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,MuSR,41.7989417989418,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,IFEval,73.19778188539742,"prompt_level_strict_acc,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,MATH-Hard,17.29607250755287,"exact_match,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,GPQA,29.949664429530205,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,BBH,53.51501475438292,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,2025-01-28 19:10:49.379827261+00:00,2025,MMLU-Pro,39.469747340425535,"acc,none",8.03,True
DreadPoor/BaeZel_V3-8B-Model_Stock,2025-01-13 08:50:12.011751890+00:00,2025,MuSR,41.66666666666667,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V3-8B-Model_Stock,2025-01-13 08:50:12.011751890+00:00,2025,IFEval,74.86136783733826,"prompt_level_strict_acc,none",8.03,True
DreadPoor/BaeZel_V3-8B-Model_Stock,2025-01-13 08:50:12.011751890+00:00,2025,MATH-Hard,17.97583081570997,"exact_match,none",8.03,True
DreadPoor/BaeZel_V3-8B-Model_Stock,2025-01-13 08:50:12.011751890+00:00,2025,GPQA,32.04697986577181,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V3-8B-Model_Stock,2025-01-13 08:50:12.011751890+00:00,2025,BBH,53.75802812011804,"acc_norm,none",8.03,True
DreadPoor/BaeZel_V3-8B-Model_Stock,2025-01-13 08:50:12.011751890+00:00,2025,MMLU-Pro,38.87965425531915,"acc,none",8.03,True
DreadPoor/BaeZel_V3-8B-Model_Stock,2025-01-13 08:50:12.011751890+00:00,2025,MuSR,41.66666666666667,"acc_norm,none",8.03,True
